Country Initials	Organisation	Network	PPCI&N	Abrev. Net. Name	Net. Type	MCC	MNC	SIM	"Last Update				"
GUM	"IT&E Overseas	 Inc."	IT&E Wireless	IT&E	IT&E	GSM 1900	310	032	8931032	"2005-08-22			"
GUM	"Teleguam Holdings	 LLC"	Pulse Mobile LLC	GTA	GTA	GSM 850	310	140	8901000	"2015-02-04			"
GUM	"Teleguam Holdings	 LLC"	Pulse Mobile LLC	GTA	GTA	GSM 1900	310	140	8901000	"2015-02-04			"
GUM	"Teleguam Holdings	 LLC"	Pulse Mobile LLC	GTA	GTA	3G 850	310	140	8901000	"2015-02-04			"
GUM	"Wave Runner	 LLC"	i CAN_GSM	USA_iCAN	iCAN_GSM	GSM 1900	310	400	8901008	"2014-08-13			"
GUY	Guyana Telephone and Telegraph Company	Cellink Plus	GUY CLNK PLS	CLNKPLS	GSM 900	738	002	8959200	"2014-06-09				"
GUY	Guyana Telephone and Telegraph Company	Cellink Plus	GUY CLNK PLS	CLNKPLS	GSM 1800	738	002	8959200	"2014-06-09				"
GUY	U-Mobile (Cellular) Inc	Digicel Guyana	DIGICEL	DIGICEL	GSM 900	738	01	8975801	"2012-07-05				"
HKG	CSL Limited	CSL	CSL	CSL	GSM 900	454	18	8985200	"2015-03-23				"
HKG	CSL Limited	CSL	CSL	CSL	GSM 1800	454	18	8985200	"2015-03-23				"
HKG	CSL Limited	CSL	CSL	CSL	GSM 900	454	00	8985200	"2015-03-23				"
HKG	CSL Limited	CSL	CSL	CSL	GSM 1800	454	02	8985200	"2015-03-23				"
HKG	CSL Limited	CSL	CSL	CSL	GSM 1800	454	00	8985200	"2015-03-23				"
HKG	CSL Limited	CSL	CSL	CSL	GSM 1800	454	10	8985210	"2015-03-23				"
HKG	CSL Limited	CSL	CSL	CSL	GSM 900	454	02	8985200	"2015-03-23				"
HKG	China Mobile Hong Kong Company Limited	China Mobile HK	China Mobile HK	CMHK	GSM 1800	454	13	"8985212	 8985213"	"2013-01-22			"
HKG	China Mobile Hong Kong Company Limited	China Mobile HK	China Mobile HK	CMHK	GSM 1800	454	12	"8985212	 8985213"	"2013-01-22			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	LTE 2600	454	16	"8985216	 8985219"	"2013-02-20			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	LTE 2600	454	19	"8985216	 8985219"	"2013-02-20			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	LTE 1800	454	19	"8985216	 8985219"	"2013-02-20			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	GSM 1800	454	19	"8985216	 8985219"	"2013-02-22			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	LTE 1800	454	20	"8985216	 8985219"	"2013-02-20			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	3G 2100	454	20	"8985216	 8985219"	"2013-02-22			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	GSM 1800	454	16	"8985216	 8985219"	"2013-02-22			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	LTE 2600	454	20	"8985216	 8985219"	"2013-02-20			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	3G 2100	454	19	"8985216	 8985219"	"2013-02-22			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	3G 2100	454	16	"8985216	 8985219"	"2013-02-22			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	LTE 1800	454	16	"8985216	 8985219"	"2013-02-20			"
HKG	Hong Kong Telecommunications (HKT) Limited	HKT	PCCW-HKT	PCCW-HKT	GSM 1800	454	20	"8985216	 8985219"	"2013-02-22			"
HKG	Hutchison Telecommunications Hong Kong Holdings Limited	3	3	3	3G 2100	454	03	8985203	"2012-12-19				"
HKG	Hutchison Telecommunications Hong Kong Holdings Limited	3	3(2G)	3(2G)	GSM 1800	454	04	8985204	"2012-12-19				"
HKG	Hutchison Telecommunications Hong Kong Holdings Limited	3	3(2G)	3(2G)	GSM 900	454	04	8985204	"2012-12-19				"
HKG	Hutchison Telecommunications Hong Kong Holdings Limited	3	3	3	3G 900	454	03	8985203	"2012-12-19				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	GSM 1800	454	17	8985206	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	3G 2100	454	06	8985215	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	GSM 900	454	06	8985206	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	GSM 1800	454	06	8985206	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	GSM 1800	454	15	8985206	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	GSM 900	454	15	8985206	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	LTE 2600	454	06	8985206	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	3G 2100	454	17	8985215	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	LTE 1800	454	06	8985206	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	GSM 900	454	17	8985206	"2015-04-07				"
HKG	SmarTone Mobile Communications Limited	SmarTone HK	SmarTone HK	SMC HK	3G 2100	454	15	8985215	"2015-04-07				"
HML	Marshall Islands National Telecommunications Authority (NTA)	NTA	MH-NTA	NTA	GSM 1800	551	01	8969201	"2013-07-17				"
HML	Marshall Islands National Telecommunications Authority (NTA)	NTA	MH-NTA	NTA	GSM 900	551	01	8969201	"2013-07-17				"
HND	Empresa Hondureña de Telecomunicaciones (HONDUTEL)	Empresa Hondurena de Telecomunicaciones	HND	HT - 200	GSM 1900	708	030	8970803	"2012-07-05				"
HND	Servicios de Comunicaciones de Honduras S.A. de C.V.	CLARO GSM	CLARO HND	ClaroHND	GSM 1900	708	001	89504001	"2012-07-05				"
HND	"Telefónica Celular	 S.A. (CELTEL)  "	TIGO	TIGOHND	TIGO	GSM 850	708	02	8970802	"2015-06-11			"
HND	"Telefónica Celular	 S.A. (CELTEL)  "	TIGO	TIGOHND	TIGO	3G 850	708	02	8970802	"2015-06-11			"
HND	"Telefónica Celular	 S.A. (CELTEL)  "	TIGO	TIGOHND	TIGO	LTE 2100	708	02	8970802	"2015-06-11			"
HND	"Telefónica Celular	 S.A. (CELTEL)  "	TIGO	TIGOHND	TIGO	LTE 1700	708	02	8970802	"2015-06-11			"
HRV	Tele2 d.o.o za telekomunikacijske usluge	Tele2	Tele2 HR	Tele2 HR	GSM 1800	219	02	89385	"2010-03-30				"
HRV	VIPnet d.o.o.	VIP-NET	HR VIP	VIP	GSM 900	219	10	8938591	"2004-04-14				"
HTI	National Telecom S.A.	Natcom	Natcom	Natcom	3G 2100	372	03	8950903	"2014-10-07				"
HTI	National Telecom S.A.	Natcom	Natcom	Natcom	GSM 900	372	03	8950903	"2014-10-07				"
HUN	Magyar Telekom Nyrt.	T-Mobile Hungary	Telekom HU	THU	LTE 800	216	30	893630	"2015-02-25				"
HUN	Magyar Telekom Nyrt.	T-Mobile Hungary	Telekom HU	THU	LTE 1800	216	30	893630	"2015-02-25				"
HUN	Magyar Telekom Nyrt.	T-Mobile Hungary	Telekom HU	THU	LTE 2600	216	30	893630	"2015-02-25				"
HUN	Magyar Telekom Nyrt.	T-Mobile Hungary	Telekom HU	THU	GSM 900	216	30	893630	"2015-02-25				"
HUN	Magyar Telekom Nyrt.	T-Mobile Hungary	Telekom HU	THU	3G2 2100	216	30	893630	"2015-02-25				"
HUN	Magyar Telekom Nyrt.	T-Mobile Hungary	Telekom HU	THU	GSM 1800	216	30	893630	"2015-02-25				"
HUN	Telenor Magyarország Zártkörűen Működő Részvénytársaság	Telenor	Telenor HU	TelenorH	GSM 1800	216	01	893620	"2012-07-05				"
HUN	Telenor Magyarország Zártkörűen Működő Részvénytársaság	Telenor	Telenor HU	TelenorH	GSM 900	216	01	893620	"2012-07-05				"
HUN	Telenor Magyarország Zártkörűen Működő Részvénytársaság	Telenor 3G	Telenor HU	TelenorH	3G 2100	216	01	893620	"2010-06-17				"
HUN	Vodafone Hungary Mobile Telecommunications Company Limited	vodafone	vodafone HU	voda HU	GSM 1800	216	70	893670	"2015-03-23				"
HUN	Vodafone Hungary Mobile Telecommunications Company Limited	vodafone	vodafone HU	voda HU	3G 2100	216	70	893670	"2015-03-23				"
HUN	Vodafone Hungary Mobile Telecommunications Company Limited	vodafone	vodafone HU	voda HU	3G 900	216	70	893670	"2015-03-23				"
HUN	Vodafone Hungary Mobile Telecommunications Company Limited	vodafone	vodafone HU	voda HU	GSM 900	216	70	893670	"2015-03-23				"
IDN	PT Indosat Tbk	INDOSAT	IND INDOSAT	INDOSAT	GSM 900	510	01	896201	"2015-02-25				"
IDN	PT Indosat Tbk	INDOSAT	IND INDOSAT	INDOSAT	GSM 1800	510	21	896221	"2015-02-25				"
IDN	PT Indosat Tbk	INDOSAT	IND INDOSAT	INDOSAT	GSM 1800	510	01	896201	"2015-02-25				"
IDN	PT Telekomunikasi Selular	TELKOMSEL	IND TELKOMSEL	T-SEL	GSM 900	510	10	896210	"2004-04-19				"
IDN	PT Telekomunikasi Selular	TELKOMSEL	IND TELKOMSEL	T-SEL	GSM 1800	510	10	896210	"2004-04-19				"
IDN	PT. Axis Telekom Indonesia	AXIS	AXIS	AXIS	3G 2100	510	08	896208	"2012-07-05				"
IDN	PT. Axis Telekom Indonesia	AXIS	AXIS	AXIS	GSM 1800	510	08	896208	"2010-01-11				"
IDN	PT. Hutchison 3 Indonesia	3	3	3	3G 2100	510	89	896289	"2012-07-05				"
IDN	PT. Hutchison 3 Indonesia	3	3	3	GSM 1800	510	89	896289	"2012-07-05				"
IDN	PT. Internux	BoltSuper4G	BoltSuper4G	Bolt-ID	TD-LTE 2300	510	88	896288	"2015-04-28				"
IND	Aircel Limited	AIRCEL	AIRCEL	AIRCEL	GSM 900	404	42	899142	"2006-09-01				"
IND	Aircel Limited	Aircel	Aircel	Aircel	GSM 1800	405	803	8991803	"2008-09-01				"
IND	Aircel Limited	Aircel	Aircel	Aircel	GSM 1800	405	805	8991805	"2008-07-10				"
IND	Aircel Limited	Aircel	Aircel	Aircel	GSM 1800	405	804	8991804	"2009-01-27				"
IND	Aircel Limited	Aircel	Aircel	Aircel	GSM 1800	405	806	8991806	"2009-01-27				"
IND	Aircel Limited	Aircel	Aircel	Aircel	GSM 1800	405	800	8991800	"2008-07-10				"
IND	Aircel Limited	Aircel	Aircel	Aircel	GSM 1800	405	802	8991802	"2009-01-27				"
IND	Aircel Limited	Aircel	Aircel	Aircel	GSM 1800	405	801	8991801	"2008-09-01				"
IND	Bharat Sanchar Nigam Limited	CellOne All India except Delhi & Mumbai	CellOne	CellOne	GSM 900	404	79	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Andhra Pradesh	CellOne	CellOne	GSM 900	404	73	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Assam	CellOne	CellOne	GSM 900	404	38	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Bihar	CellOne	CellOne	GSM 900	404	75	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Chennai	CellOne	CellOne	GSM 900	404	64	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Gujarat	CellOne	CellOne	GSM 900	404	57	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Haryana	CellOne	CellOne	GSM 900	404	34	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Himachal Pradesh	CellOne	CellOne	GSM 900	404	51	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Jammu & Kashmir	CellOne	CellOne	GSM 900	404	62	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Karnataka	CellOne	CellOne	GSM 900	404	71	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Kerala	CellOne	CellOne	GSM 900	404	72	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Kolkata	CellOne	CellOne	GSM 900	404	81	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Madhya Pradesh	CellOne	CellOne	GSM 900	404	58	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Maharashtra	CellOne	CellOne	GSM 900	404	66	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne North East	CellOne	CellOne	GSM 900	404	77	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Orissa	CellOne	CellOne	GSM 900	404	76	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Punjab	CellOne	CellOne	GSM 900	404	53	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Rajasthan	CellOne	CellOne	GSM 900	404	59	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Tamil Nadu	CellOne	CellOne	GSM 900	404	80	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Uttar Pradesh (East)	CellOne	CellOne	GSM 900	404	55	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne Uttar Pradesh (West)	CellOne	CellOne	GSM 900	404	54	89404	"2004-07-22				"
IND	Bharat Sanchar Nigam Limited	CellOne West Bengal	CellOne	CellOne	GSM 900	404	74	89404	"2004-07-22				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	405	53		"2013-05-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	404	40	8991400	"2010-12-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	404	49	899149	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	404	03	899103	"2010-12-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	405	54		"2013-05-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	405	55		"2013-05-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	404	31	899131	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	404	45	899145	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	404	10	899110	"2010-12-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 1800	404	97	899197	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 1800	404	90	899190	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	405	56	899156	"2010-12-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	405	51		"2013-05-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	404	02	899102	"2010-12-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 1800	404	98	899198	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 1800	404	92	899192	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 900	405	52		"2013-05-17				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 1800	404	96	899196	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 1800	404	93	899193	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 1800	404	95	899195	"2010-12-13				"
IND	Bharti Airtel Limited	airtel	IND airtel	airtel	GSM 1800	404	94	899194	"2010-12-13				"
IND	Bharti Hexacom Ltd	AIRTEL	IND airtel	airtel	GSM 900	404	16	899116	"2010-12-17				"
IND	Bharti Hexacom Ltd	AIRTEL	IND airtel	airtel	GSM 900	404	70	89 91 70	"2010-12-17				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	849	8991849	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	845	8991845	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	404	82	899182	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	78	899178	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	404	87	899187	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	404	89	899189	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	799	8991799	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	07	899107	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	846	8991846	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	848	8991848	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	44	899144	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	24	899124	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	70	899170	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	853	8991853	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	850	8991850	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	405	852	8991852	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	22	899122	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	56	899156	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	14	899114	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	12	899112	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 1800	404	04	899104	"2012-08-03				"
IND	Idea Cellular Limited	Idea Cellular Ltd	IDEA	IDEA	GSM 900	404	19	899119	"2012-08-03				"
IND	Mahanagar Telephone Nigam Limited	Mahanagar Telephone Nigam	IN-DOLPHIN	DOLPHIN	GSM 900	404	69	899169	"2012-07-10				"
IND	Mahanagar Telephone Nigam Limited	Mahanagar Telephone Nigam	IN-DOLPHIN	DOLPHIN	GSM 900	404	68	899168	"2012-07-10				"
IND	Reliance Communications Ltd.	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	GSM 900	404	67	899167	"2012-07-05				"
IND	Reliance Communications Ltd.	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	GSM 900	404	52	899152	"2012-07-05				"
IND	Reliance Communications Ltd.	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	GSM 900	404	85	899185	"2012-07-05				"
IND	Reliance Communications Ltd.	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	GSM 900	404	50	899150	"2012-07-05				"
IND	Reliance Communications Ltd.	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	GSM 900	404	18	899118	"2012-07-05				"
IND	Reliance Communications Ltd.	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	GSM 900	404	09	899109	"2012-07-05				"
IND	Reliance Communications Ltd.	RELIANCE TELECOM LIMITED	Reliance	RELIANCE	GSM 900	404	36	899136	"2012-07-05				"
IND	Reliance Communications Ltd.	RELIANCE TELECOM LTD	Reliance	Reliance	GSM 1800	404	83	899183	"2012-07-05				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	15	899115	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	22	899122	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	13	899113	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	11	899111	"2008-08-29				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	01	899101	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	21	899121	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	06	899106	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	07	899107	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	18	899118	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	10	899110	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	09	899109	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	05	899105	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	20	899122	"2008-07-22				"
IND	Reliance Communications Ltd.	Reliance Communications Limited	Reliance	Reliance	GSM 1800	405	19	899119	"2008-07-22				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	858	8991858	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	859	8991859	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	855	8991855	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	840	8991840	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	854	8991854	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	860	8991860	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	856	8991856	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	857	8991857	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	871	8991871	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	869	8991869	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	868	8991868	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	872	8991872	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	873	8991873	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	874	8991874	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	867	8991867	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	866	8991866	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	862	8991862	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	863	8991863	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	864	8991864	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	865	8991865	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	861	8991861	"2014-03-12				"
IND	Reliance Jio Infocomm Limited	Reliance Jio Infocomm Ltd India	IND-JIO	JIO	TD-LTE  2300	405	870	8991870	"2014-03-12				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	047	8991047	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	046	8991046	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	030	8991030	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	025	8991025	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	031	8991031	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	034	8991034	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	027	8991027	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	038	8991038	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	036	8991036	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	035	8991035	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	032	8991032	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	029	8991029	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	042	8991042	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	044	8991044	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	043	8991043	"2011-11-01				"
IND	Tata Teleservices Limited	TATA TELESERVICES LTD	TATA DOCOMO	TATA DO	GSM 1800	405	045	8991045	"2011-11-01				"
