AAA	OnAir Switzerland Sarl	ONAIR	OnAir1	OnAir	1800 (GSM)	901	15		8988298	2014-12-02
MEX	Iusacell S.A. de C.V.	Iusacell 4G	Iusacell 4G	Iusacell	850 (3G)	334	050		8952050	2012-07-05
MEX	Iusacell S.A. de C.V.	Iusacell GSM	Iusacell GSM	Iusacell	1900 (GSM)	334	050	"0,7"	8952050	2012-07-05
MEX	Iusacell S.A. de C.V.	Iusacell GSM	Iusacell GSM	Iusacell	850 (GSM)	334	050	"0,7"	8952050	2012-07-05
MEX	"NII Digital, S. de R.L. de C.V."	Nextel Mexico	Nextel 3G	Nextel3G	1700 (3G)	334	090		8952090	2013-02-26
MEX	"NII Digital, S. de R.L. de C.V."	Nextel Mexico	Nextel 3G	Nextel3G	2100 (3G)	334	090		8952090	2013-02-26
MEX	"Pegaso PCS, S.A. de C.V."	Movistar	Movistar	Movistar	1900 (GSM)	334	03	"0,6"	895203	2014-11-13
MEX	Radiomovil Dipsa SA de CV (TELCEL)	TELCEL	TELCEL	TELCEL	850 (3G)	334	020		8952020	2012-07-05
MEX	Radiomovil Dipsa SA de CV (TELCEL)	TELCEL GSM	TELCEL	TELCEL	1900 (GSM)	334	020	2	8952020	2011-07-22
MKD	ONE Telecommunications Services DOO Skopje	ONE	ONE MK	ONE	1900 (3G)	294	02		8938902	2012-09-12
MKD	ONE Telecommunications Services DOO Skopje	ONE	ONE MK	ONE	2100 (3G)	294	02		8938902	2012-09-12
MKD	ONE Telecommunications Services DOO Skopje	ONE	ONE MK	ONE	900 (GSM)	294	02	6	8938902	2012-09-12
MKD	T-Mobile Macedonia	T-Mobile Macedonia	T-Mobile MK	TMO MK	900 (GSM)	294	01	2	8938901	2006-09-14
MKD	VIP OPERATOR DOOEL Skopje	VIP MKD	Vip MKD	Vip MKD	900 (GSM)	294	03	4	8938903	2007-10-08
MKD	VIP OPERATOR DOOEL Skopje	VIP MKD	Vip MKD	Vip MKD	1800 (GSM)	294	03	4	8938903	2007-10-08
MLI	Malitel SA	MALITEL	MALITEL ML	MALITEL	900 (GSM)	610	01		8922301	2004-04-16
MLI	Orange Mali SA	Orange MALI	ORANGE ML	OML	900 (GSM)	610	02		8922302	2006-11-13
MLT	Melita Mobile Ltd.	Melita Mobile Ltd	Telecoms Malta	MT	900 (3G)	278	77		8935677	2013-06-04
MLT	Melita Mobile Ltd.	Melita Mobile Ltd	3GT MT	3GT	2100 (3G)	278	77		8935677	2013-03-12
MLT	Mobisle Communications Limited	go mobile	go mobile	gomobile	1800 (GSM)	278	21	4	8935621	2004-04-16
MLT	Vodafone Malta Limited	vodafone	vodafone MT	voda MT	900 (GSM)	278	01	"0,5"	8935601	2012-07-05
MMR	Myanmar Posts and Telecommunications	MPT GSM Network	MM 900	MPTGSM	900 (GSM)	414	01	1	8995011	2004-04-16
MMR	Ooredoo Myanmar Limited	Ooredoo	Ooredoo	Ooredoo	2100 (3G)	414	05		899505	2014-12-02
MMR	Ooredoo Myanmar Limited	Ooredoo	Ooredoo	Ooredoo	900 (3G)	414	05		899505	2014-12-02
MNE	Crnogorski Telekom a.d. Podgorica 	Telekom.me	Telekom.me	T.me	2100 (3G)	297	02		8938200	2014-08-13
MNE	Crnogorski Telekom a.d. Podgorica 	Telekom.me	Telekom.me	T.me	900 (GSM)	297	02	3	8938200	2014-08-13
MNE	Crnogorski Telekom a.d. Podgorica 	Telekom.me	Telekom.me	T.me	1800 (GSM)	297	02	3	8938200	2014-08-13
MNE	Crnogorski Telekom a.d. Podgorica 	Telekom.me	Telekom.me	T.me	1800 (LTE)	297	02		8938200	2014-08-13
MNE	Telenor D.o.o. Podgorica	Telenor	Telenor	Telenor	1800 (GSM)	297	01	7	8938201	2013-06-17
MNE	Telenor D.o.o. Podgorica	Telenor	Telenor	Telenor	1800 (LTE)	297	01		8938201	2013-07-31
MNE	Telenor D.o.o. Podgorica	Telenor	Telenor	Telenor	900 (GSM)	297	01	7	8938201	2013-06-17
MNE	Telenor D.o.o. Podgorica	Telenor	Telenor	Telenor	2100 (3G)	297	01		8938201	2013-06-17
MNG	G- Mobile Corporation	G-Mobile Corporation	GMOBILE_MN	GMOBILE	1900 (3G)	428	06		8997606	2012-08-03
MNG	G- Mobile Corporation	G-Mobile Corporation	GMOBILE_MN	GMOBILE	2100 (3G)	428	06		8997606	2012-08-03
MNG	MobiCom	MobiCom	MN MobiCom	MobiCom	900 (GSM)	428	99	3	8997699	2004-04-16
MNG	SKYTEL LLC	Skytel	Skytel MN	Skytel	2100 (3G)	428	01		8997691	2014-03-20
MNG	Unitel LLC	Unitel	MONGOLIA UNITEL LLC	UNTLMN	900 (GSM)	428	88		8997688	2006-09-01
MNG	Unitel LLC	Unitel	MONGOLIA UNITEL LLC	UNTLMN	1800 (GSM)	428	88		8997688	2006-09-01
MNG	Unitel LLC	Unitel	MONGOLIA UNITEL LLC	UNTLMN	2100 (3G)	428	88		8997688	2012-10-04
MNP	"Docomo Pacific, Inc."	DOCOMO PACIFIC	DOCOMO PACIFIC	DOCOMOPA	1900 (GSM)	310	370		891377 	2014-10-07
MNP	"Docomo Pacific, Inc."	DOCOMO PACIFIC	DOCOMO PACIFIC	DOCOMOPA	1900 (3G)	310	370		891377 	2014-10-07
MNP	"Docomo Pacific, Inc."	DOCOMO PACIFIC	DOCOMO PACIFIC	DOCOMOPA	850 (3G)	310	370		891377 	2014-10-07
MOR	Itissalat Al-Maghrib S.A.	IAM	MOR IAM	IAM	900 (GSM)	604	01	1	8921201	2011-10-21
MOR	Itissalat Al-Maghrib S.A.	IAM	MOR IAM	IAM	2100 (3G)	604	01		8921201	2013-08-06
MOR	Itissalat Al-Maghrib S.A.	IAM	MOR IAM	IAM	1800 (GSM)	604	01	1	8921201	2013-08-06
MOR	Medi Telecom	MEDITEL	MOR MEDITEL	MEDITEL	900 (GSM)	604	00	3	8921200	2002-11-14
MOZ	Mocambique Celular S.A.R.L (mcel)	mcel	MOZ - mCel	mCel	1800 (GSM)	643	01	0	8925801	2003-08-20
MOZ	Mocambique Celular S.A.R.L (mcel)	mcel	MOZ - mCel	mCel	900 (GSM)	643	01	0	8925801	2003-08-20
MOZ	Movitel S.A.	MOVITEL	MOVITEL	MOVITEL	1800 (GSM)	643	03		8925803	2012-03-27
MOZ	Movitel S.A.	MOVITEL	MOVITEL	MOVITEL	2100 (3G)	643	03		8925803	2012-07-10
MOZ	Movitel S.A.	MOVITEL	MOVITEL	MOVITEL	900 (GSM)	643	03		8925803	2012-03-27
MOZ	"VM, S.A."	Vodacom Mozambique	VodaCom-MZ	VodaCom	900 (GSM)	643	04		8925804	2014-06-13
MOZ	"VM, S.A."	Vodacom Mozambique	VodaCom-MZ	VodaCom	1800 (GSM)	643	04		8925804	2014-06-13
MRT	CHINGUITEL S.A.	Chinguitel	MR Expresso	EMR	2100 (3G)	609	02		8922202	2012-07-05
MRT	CHINGUITEL S.A.	Chinguitel	MR Expresso	EMR	900 (GSM)	609	02	"0,4"	8922202	2012-03-05
MRT	CHINGUITEL S.A.	Chinguitel	MR Expresso	EMR	1800 (GSM)	609	02	"0,4"	8922202	2012-03-05
MRT	MATTEL	MATTEL	MR MATTEL	MATTEL	900 (GSM)	609	01	5	8922201	2004-04-16
MRT	MAURITEL MOBILES	MAURITEL	MAURITEL	MAURITEL	900 (GSM)	609	10		8922210	2012-10-19
MRU	Cellplus Mobile Communications Ltd.	ORANGE MRU	CELLPLUS-MRU	CELL +	900 (GSM)	617	01	0	8923001	2003-03-11
MRU	Emtel Ltd	EMTEL	EMTEL-MRU	EMTEL	900 (GSM)	617	10	"0,1"	8923002	2012-07-05
MSR	Cable & Wireless (West Indies) Ltd	LIME	LIME	LIME	850 (GSM)	354	860	3	8901019	2012-05-18
MUS	Mahanagar Telephone (Mauritius) Ltd	MTML	MTML	MTML	900 (GSM)	617	03		8923003	2012-02-21
MWI	Airtel Malawi Limited	Airtel	Airtel	Airtel	900 (GSM)	650	10	0	8926502	2014-07-21
MWI	Telekom Networks Malawi Ltd	TNM	TNM	TNM	900 (GSM)	650	01	0	8926501	2008-04-01
MWI	Telekom Networks Malawi Ltd	TNM	TNM	TNM	1800 (GSM)	650	01	0	8926501	2008-04-01
MYS	ALTEL Communications Sdn Bhd	ALTEL	MYSALTEL	ALTEL	2600 (LTE)	502	156		8960156	2014-10-31
MYS	Celcom Axiata Berhad	CELCOM GSM	MY CELCOM	CELCOM	900 (GSM)	502	19	"3,7"	896019	2012-07-05
MYS	Celcom Axiata Berhad	Celcom Malaysia	MY CELCOM 3G	CELCOM	2100 (3G)	502	13		896019	2005-03-14
MYS	DiGi Telecommunications Sdn Bhd	DiGi	DiGi	DiGi	1800 (GSM)	502	16	"0,1"	896016	2012-07-05
MYS	Maxis Communications Berhad	MMS & MB	MY MAXIS	MY MAXIS	900 (GSM)	502	12	5	896001	2004-04-16
MYS	Maxis Communications Berhad	MMS & MB	MY MAXIS	MY MAXIS	1800 (GSM)	502	12	5	896001	2004-04-16
MYS	U Mobile Sdn. Bhd.	U Mobile	U MOBILE	U MOBILE	2100 (3G)	502	18		896018	2013-08-06
Mar	Wana Corporate S.A.	WANA	inwi	inwi	1800 (GSM)	604	02		8921202	2013-03-15
Mar	Wana Corporate S.A.	WANA	inwi	inwi	900 (GSM)	604	02		8921202	2013-03-15
NAM	MTC Namibia	MTC	MTC NAMIBIA	MTCNAM	1800 (GSM)	649	01	0	8926401	2004-04-16
NAM	MTC Namibia	MTC	MTC NAMIBIA	MTCNAM	900 (GSM)	649	01	0	8926401	2004-04-16
NAM	Telecom Namibia Limited	tnmobile?	tnmobile	tnmobile	900 (GSM)	649	03		8926403	2013-07-17
NAM	Telecom Namibia Limited	tnmobile?	tnmobile	tnmobile	1800 (GSM)	649	03		8926403	2013-07-17
NCL	OPT New Caledonia	MOBILIS	NCL MOBILIS	MOBNCL	900 (GSM)	546	01	3	8968701	2003-09-04
NER	Celtel Niger S.A.	Airtel	Airtel	Airtel	900 (GSM)	614	02	"0,5"	8922702	2014-07-02
NER	Orange Niger S.A	Orange Niger	Orange NE	Orange	1800 (GSM)	614	04		8922704	2009-02-26
NER	Orange Niger S.A	Orange Niger	Orange NE	Orange	900 (GSM)	614	04		8922704	2009-02-26
NER	Telecel Niger SA	ETISALAT	ETISALAT NER	ETISALAT	900 (GSM)	614	03	"0,7"	8922703	2012-01-16
NFK	Norfolk Telecom	Norfolk Telecom	Norfolk Telecom	NT	900 (GSM)	505	10	0	8967210	2011-11-01
NGA	Airtel Networks Limited	Airtel	Airtel	Airtel	900 (GSM)	621	20		8923462120	2014-07-02
NGA	Airtel Networks Limited	Airtel	Airtel	Airtel	1800 (GSM)	621	20		8923462120	2014-07-02
NGA	Emerging Markets Telecommunication Services Ltd	Etisalat Nigeria	Etisalat Nigeria	Etisalat	1800 (GSM)	621	60		8923460	2013-07-31
NGA	Emerging Markets Telecommunication Services Ltd	Etisalat Nigeria	Etisalat Nigeria	Etisalat	900 (GSM)	621	60		8923460	2013-07-31
NGA	Globacom Limited	Glo Mobile	Glo NG	glo	900 (GSM)	621	50		8923450	2014-12-02
NGA	Globacom Limited	Glo Mobile	Glo NG	glo	1800 (GSM)	621	50		8923450	2014-12-02
NGA	MTN Nigeria Communications Limited	MTN Nigeria	MTN - NG	MTN-NG	1800 (GSM)	621	30	"0,7"	8923430	2012-07-05
NGA	MTN Nigeria Communications Limited	MTN Nigeria	MTN - NG	MTN-NG	900 (GSM)	621	30	"0,7"	8923430	2012-07-05
NIC	Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL	CLARO NIC	CLARO NIC	ClaroNIC	850 (GSM)	710	73		8950573	2012-09-25
NIC	Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL	CLARO NIC	CLARO NIC	ClaroNIC	1900 (GSM)	710	21		8950573	2012-09-25
NIC	Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL	CLARO NIC	CLARO NIC	ClaroNIC	1900 (GSM)	710	73		8950573	2012-09-25
NIC	Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL	CLARO NIC	CLARO NIC	ClaroNIC	850 (GSM)	710	21		8950573	2012-09-25
NIC	Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL	CLARO NIC	CLARO NIC	ClaroNIC	850 (3G)	710	73		8950521	2012-09-25
NIC	Empresa Nicaraguense de Telecomunicaciones S.A. - ENITEL	CLARO NIC	CLARO NIC	ClaroNIC	850 (3G)	710	21		8950521	2012-09-25
NIC	Telefonia Celular de Nicaragua S.A.	movistarNI	MOVISTARNI	movistar	850 (GSM)	710	300	"0,4"	8950530	2012-07-05
NLD	KPN B.V.	KPN B.V.	NL KPN	NL KPN	1800 (GSM)	204	08	0	893108	2014-10-02
NLD	KPN B.V.	KPN B.V.	NL KPN	NL KPN	900 (GSM)	204	08	0	893108	2014-10-02
NLD	KPN B.V.	Telfort B.V.	NL Telfort	NL Tlfrt	1800 (GSM)	204	12	"0,7"	893126	2014-10-02
NLD	T-Mobile Netherlands B.V	T-Mobile NL	T-Mobile NL	TMO NL	1800 (GSM)	204	16		8931169	2004-11-15
NLD	T-Mobile Netherlands B.V	T-Mobile NL	T-Mobile NL	TMO NL	2100 (3G)	204	16		8931169	2005-08-30
NLD	Tele2 Mobiel B.V.	Tele2 Nederland	Tele2 NL	Tele2	2600 (LTE)	204	02		8931422	2014-10-02
NLD	Tele2 Mobiel B.V.	Tele2 Nederland	Tele2 NL	Tele2	800 (LTE)	204	02		8931422	2014-10-02
NLD	Vodafone Libertel B.V.	vodafone	vodafone NL	voda NL	900 (GSM)	204	04	4	893144	2014-07-02
NLD	Vodafone Libertel B.V.	vodafone	vodafone NL	voda NL	2100 (3G)	204	04		893144	2014-07-02
NLD	Vodafone Libertel B.V.	vodafone	vodafone NL	voda NL	1800 (LTE )	204	04		893144	2014-07-02
NLD	Vodafone Libertel B.V.	vodafone	vodafone NL	voda NL	800 (LTE )	204	04		893144	2014-07-02
NLD	Vodafone Libertel B.V.	vodafone	vodafone NL	voda NL	1800 (GSM)	204	04	4	893144	2014-07-02
NLD	Vodafone Libertel B.V.	vodafone	vodafone NL	voda NL	2600 (LTE )	204	04		893144	2014-07-02
NOR	Mobile Norway AS	Mobile Norway	Mobile Norway	Mobile N	900 (GSM)	242	05	5	894705	2009-12-11
NOR	Mobile Norway AS	Mobile Norway	Mobile Norway	Mobile N	2100 (3G)	242	04		894704	2012-07-05
NOR	Mobile Norway AS	Mobile Norway	Mobile Norway	Mobile N	2100 (3G)	242	05		894704	2012-07-05
NOR	Telenor Norge AS.	TELENOR	N Telenor	TELENOR	1800 (GSM)	242	01	3	894701	2004-04-16
NOR	Telenor Norge AS.	TELENOR	N Telenor	TELENOR	900 (GSM)	242	01	3	894701	2004-04-16
NOR	TeliaSonera Norge AS	NetCom	N NetCom	NetCom	1800 (GSM)	242	02		894708	2005-02-24
NOR	TeliaSonera Norge AS	NetCom	N NetCom	NetCom	900 (GSM)	242	02		894708	2005-02-24
NPL	Spice Nepal Private Ltd	Ncell	Ncell	Ncell	900 (GSM)	429	02	"5,7"	8997702	2010-02-02
NPL	Spice Nepal Private Ltd	Ncell	Ncell	Ncell	1800 (GSM)	429	02	"5,7"	8997702	2010-02-02
NZL	Spark New Zealand	Spark New Zealand Trading Limited	Spark NZ	Spark NZ	700 (LTE)	530	05		896405	2014-10-17
NZL	Spark New Zealand	Spark New Zealand Trading Limited	Spark NZ	Spark NZ	850 (3G)	530	05		896405	2014-10-17
NZL	Spark New Zealand	Spark New Zealand Trading Limited	Spark NZ	Spark NZ	2100 (3G)	530	05		896405	2014-10-17
NZL	Two Degrees Mobile Limited	2degrees	2degrees	2degrees	1800 (GSM)	530	24	5	896424	2009-05-08
NZL	Two Degrees Mobile Limited	2degrees	2degrees	2degrees	900 (GSM)	530	24	5	896424	2009-05-08
NZL	Vodafone Mobile NZ Limited	vodafone	vodafone NZ	voda NZ	900 (GSM)	530	01	1	896401	2002-12-17
OMN	Oman Telecommunications Company S.A.O.G.	Omantel Oman	Omantel	Omantel	2300 (TD LTE )	422	02		8996800	2014-12-02
OMN	Oman Telecommunications Company S.A.O.G.	Omantel Oman	Omantel	Omantel	900 (GSM)	422	02	4	8996800	2014-12-02
OMN	Oman Telecommunications Company S.A.O.G.	Omantel Oman	Omantel	Omantel	1800 (LTE)	422	02		8996800	2014-12-02
OMN	Omani Qatari Telecommunication Company SAOG	nawras	nawras	nawras	900 (3G)	422	03		8996803	2014-11-13
OMN	Omani Qatari Telecommunication Company SAOG	nawras	nawras	nawras	900 (GSM)	422	03	"0,3"	8996803	2014-11-13
OMN	Omani Qatari Telecommunication Company SAOG	nawras	nawras	nawras	1800 (LTE)	422	03		8996803	2014-11-13
PAK	CMPak Limited	ZONG	ZONG	ZONG	900 (GSM)	410	04	"0,4"	899204	2012-07-05
PAK	CMPak Limited	ZONG	ZONG	ZONG	1800 (GSM)	410	04	"0,4"	899204	2012-07-05
PAK	Mobilink-PMCL	Mobilink	Mobilink	Mobilink	900 (GSM)	410	01		"89921, 89922"	2005-04-26
PAK	Pakistan Telecommunication Mobile Ltd	Ufone	PK-UFONE	UFONE	900 (GSM)	410	03	2	8941003	2004-04-16
PAK	Telenor Pakistan (Pvt) Ltd.	Telenor Pakistan (Pvt) Ltd.	Telenor PK	TELENOR	1800 (GSM)	410	06	"0,4"	8941006	2012-07-05
PAK	Telenor Pakistan (Pvt) Ltd.	Telenor Pakistan (Pvt) Ltd.	Telenor PK	TELENOR	900 (GSM)	410	06	"0,4"	8941006	2012-07-05
PAK	Warid Telecom (PVT) Ltd	Warid Telecom	WaridTel	WaridTel	900 (GSM)	410	07	"0,5"	899207	2012-07-05
PAK	Warid Telecom (PVT) Ltd	Warid Telecom	WaridTel	WaridTel	1800 (GSM)	410	07	"0,5"	899207	2012-07-05
PAN	Cable & Wireless Panama	Cable & Wireless Panama	+Movil - C&W PAN	PANCW	850 (GSM)	714	01		8950701	2012-05-18
PAN	Claro Panama S.A.	Claro Panama	CLARO PA	CLARO PA	1900 (GSM)	714	03		8950703	2011-09-15
PAN	Digicel (Panama) S.A.	Digicel Panama	DIGICEL	DIGICEL	1900 (GSM)	714	04		8950704	2012-09-13
PAN	"TELEFONICA MOVILES PANAMA, S.A."	Movistar	Movistar	Movistar	850 (GSM)	714	020	4	8950702	2010-07-12
PER	America Movil Peru S.A.C	CLARO PER	CLARO PER	ClaroPER	1900 (GSM)	716	10	"0,2"	895110x	2012-07-05
PER	Entel Per? S.A.	Nextel Peru	PERN3	NXT3	1900 (3G)	716	17		895117	2014-11-13
PER	Telefonica Moviles S.A.	Movistar Peru	MOVISTAR	MOVISTAR	850 (GSM)	716	06	"0,8"	895106	2012-03-05
PER	Viettel Peru S.A.C.	Viettel Peru S.A.C	Viettel Peru	VTP	1900 (GSM)	716	15		895115	2013-04-09
PER	Viettel Peru S.A.C.	Viettel Peru S.A.C.	Viettel Peru	VTP	900 (GSM)	716	15		895115	2013-04-09
PHL	ACeS International Limited (AIL)	ACeS Philippines - ACeS Philippines Cellular Corp	ACeS	ACeS	Satellite (GSM)	515	11		896311	2012-02-21
PHL	"Digitel Mobile Philippines, Inc"	Digitel Mobile/Sun Cellular	PH Sun Cellular	SUN	2100 (3G)	515	05		896305	2012-10-04
PHL	"Digitel Mobile Philippines, Inc"	Digitel Mobile/Sun Cellular	PH Sun Cellular	SUN	1800 (GSM)	515	05	5	896305	2004-04-16
PHL	Globe Telecom	Globe Telecom	Globe Telecom-PH	GLOBE	900 (GSM)	515	02	"2,3"	896302	2004-04-16
PHL	Globe Telecom	Globe Telecom	Globe Telecom-PH	GLOBE	1800 (GSM)	515	02	"2,3"	896302	2004-04-16
PHL	"Smart Communications, Inc"	SMART Gold	SMART	SMART	900 (GSM)	515	03	3	896303	2004-04-16
PHL	"Smart Communications, Inc"	SMART Gold	SMART	SMART	1800 (GSM)	515	03	3	896303	2004-04-16
PLW	Palau Mobile Corporation	Palau Mobile	PLWPMC	PLWPMC	900 (GSM)	552	80	"2,4"	8968080	2012-07-05
PLW	Palau Mobile Corporation	Palau Mobile	PLWPMC	PLWPMC	1800 (GSM)	552	80	"2,4"	8968080	2012-07-05
PLW	Palau National Communications Corp (PNCC)	PalauCel	PalauCel	PalauCel	900 (GSM)	552	01	"0,1"	8968001	2012-11-21
PNG	BMobile Limited	bmobile	bmobile	bmobile	900 (GSM)	537	01	"0,1"	8967501	2014-05-07
PNG	Digicel PNG Ltd.	Digicel PNG	DIGICEL	DIGICEL	900 (GSM)	537	03		8967503	2011-08-05
POL	P4 Sp. z o.o	P4	Play	Play	900 (GSM)	260	06		894806	2012-09-07
POL	P4 Sp. z o.o	P4	Play	Play	2100 (3G)	260	06		894806	2011-09-15
POL	PTK Centertel	Orange	Orange PL	Orange	2100 (3G)	260	03		894803	2012-07-05
POL	PTK Centertel	Orange	Orange PL	Orange	900 (GSM)	260	03	"0,4"	894803	2012-07-05
POL	PTK Centertel	Orange	Orange PL	Orange	1800 (GSM)	260	03	"0,4"	894803	2012-07-05
POL	Polkomtel Sp. z o.o.	Plus	Plus	PLUS	1800 (GSM)	260	01	2	894801	2012-08-24
POL	Polkomtel Sp. z o.o.	Plus	Plus	PLUS	900 (GSM)	260	01	2	894801	2012-08-24
POL	Polkomtel Sp. z o.o.	Plus	Plus	PLUS	2100 (3G)	260	01		894801	2012-07-05
POL	Polska Telefonia Cyfrowa	T-Mobile.pl	T-Mobile.pl	TM PL	1800 (GSM)	260	02	"0,6"	894802	2012-07-05
POL	Polska Telefonia Cyfrowa	T-Mobile.pl	T-Mobile.pl	TM PL	900 (GSM)	260	02	"0,6"	894802	2012-07-05
PRI	PR Wireless Inc	Open Mobile	Open Mob PRI	Open Mob	700 (LTE)	330	120		8901120	2013-08-27
PRI	Puerto Rico Telephone Company Inc.	Claro GSM	PR Claro	Claro	1800 (GSM)	330	110		891787	2008-02-24
PRI	Puerto Rico Telephone Company Inc.	Claro GSM	PR Claro	Claro	850 (GSM)	330	110		891787	2008-02-24
PRT	MEO - Servi?os de Comunica??es e Multim?dia SA	MEO	MEO	MEO	1800 (GSM)	268	06	7	8935106	2014-10-07
PRT	MEO - Servi?os de Comunica??es e Multim?dia SA	MEO	MEO	MEO	900 (GSM)	268	06	7	8935106	2014-10-07
PRT	MEO - Servi?os de Comunica??es e Multim?dia SA	MEO	MEO	MEO	2100 (3G)	268	06		8935106	2014-10-07
PRT	"NOS ¡V Comunica??es, S.A."	NOS	NOS	NOS	1800 (GSM)	268	03	"0,4"	8935103	2014-08-13
PRT	"NOS ¡V Comunica??es, S.A."	NOS	NOS	NOS	900 (GSM)	268	03	"0,4"	8935103	2014-08-13
PRT	Vodafone Portugal	vodafone	vodafone P	voda P	1800 (GSM)	268	01	"0,3"	8935101	2012-07-05
PRT	Vodafone Portugal	vodafone	vodafone P	voda P	900 (GSM)	268	01	"0,3"	8935101	2012-07-05
PRY	AMX Paraguay S.A.	CLARO PARAGUAY	CLARO PY	CLARO PY	1900 (GSM)	744	02	0	8959502	2008-03-18
PRY	Hola Paraguay S.A.	VOX	HOLA PARAGUAY S.A.	HPGYSA	1900 (GSM)	744	01	"0,1"	8959501	2012-07-05
PRY	Nucleo S.A	Personal	PY Personal	Personal	850 (GSM)	744	05	"0,4"	89744	2012-07-05
PRY	Nucleo S.A	Personal	PY Personal	Personal	1900 (GSM)	744	05	"0,4"	89744	2012-07-05
PRY	Telefonica Celular Del Paraguay S.A. (Telecel S.A.)	Telecel Paraguay	TIGO PY	TIGO	850 (GSM)	744	04	"0,2"	8959504	2011-12-21
PSE	Palestine Telecomm Co Ltd	Palestine Telecommunications Co. P.L.C	JAWWAL-PALESTINE	JAWWAL	900 (GSM)	425	05	7	8997005	2014-03-20
PSE	Wataniya Palestine Mobile Telecommunications Company	Wataniya Mobile	"PS, Wataniya Mobile"	WM	900 (GSM)	425	06	6	8997006	2011-09-15
PSE	Wataniya Palestine Mobile Telecommunications Company	Wataniya Mobile	"PS, Wataniya Mobile"	WM	1800 (GSM)	425	06	6	8997006	2011-09-15
PYF	Pacific Mobile Telecom s.a.s	Vodafone	Vodafone PF	VF PF	2100 (3G)	547	15		8968915	2012-12-19
PYF	Pacific Mobile Telecom s.a.s	Vodafone	Vodafone PF	VF PF	900 (GSM)	547	15	1	8968915	2012-12-19
PYF	Vini S.A.S.	VINI	F-VINI	VINI	900 (GSM)	547	20	1	8968920	2014-12-03
PYF	Vini S.A.S.	VINI	F-VINI	VINI	2100 (3G)	547	20	1	8968920	2014-12-03
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	900 (3G)	427	01		8997401	2014-04-07
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	1800 (3G)	427	01		8997401	2014-04-07
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	800 (LTE)	427	01		8997401	2014-04-07
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	1800 (GSM)	427	01	"0,5"	8997401	2014-04-07
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	900 (GSM)	427	01	"0,5"	8997401	2014-04-07
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	1800 (LTE)	427	01		8997401	2014-04-07
QAT	Ooredoo QSC	Ooredoo	Ooredoo	Ooredoo	2600 (LTE)	427	01		8997401	2014-04-07
QAT	Vodafone Qatar Q.S.C.	Vodafone Qatar	vodafone	VF-QA	2100 (3G)	427	02		8942702	2012-07-05
QAT	Vodafone Qatar Q.S.C.	Vodafone Qatar	vodafone	VF-QA	900 (GSM)	427	02	"2,3"	8942702	2011-09-15
QAT	Vodafone Qatar Q.S.C.	Vodafone Qatar	vodafone	VF-QA	1800 (GSM)	427	02	"2,3"	8942702	2011-09-15
REU	OUTREMER TELECOM	OUTREMER TELECOM	ONLY	OUTREMER	1800 (GSM)	647	02	"0,1"	8926202	2012-07-05
REU	OUTREMER TELECOM	OUTREMER TELECOM	ONLY	OUTREMER	900 (GSM)	647	02	"0,1"	8926202	2012-07-05
REU	Orange Reunion	Orange Reunion	Orange re	Orange	1800 (GSM)	647	00	0	8926200	2008-07-23
REU	Orange Reunion	Orange Reunion	Orange re	Orange	900 (GSM)	647	00	0	8926200	2008-07-23
REU	Societe Reunionnaise de Radiotelephone	SFR REUNION	SFR REUNION	SFR RU	900 (GSM)	647	10		893310	2008-07-23
RMI	Marshall Islands National Telecommunications Authority	NTA	MH-NTA	NTA	900 (GSM)	551	01	"0,0,1"	8969201	2013-07-17
RMI	Marshall Islands National Telecommunications Authority	NTA	MH-NTA	NTA	1800 (GSM)	551	01	"0,0,1"	8969201	2013-07-17
ROU	Orange Romania SA	ORANGE	RO ORANGE	ORANGE	900 (GSM)	226	10	3	894010	2004-04-16
ROU	Orange Romania SA	ORANGE	RO ORANGE	ORANGE	1800 (GSM)	226	10	3	894010	2004-04-16
ROU	RCS & RDS	Digi.Mobil	RO Digi.Mobil	Digi	2100 (3G)	226	05		894005	2011-09-15
ROU	Telekom Romania Mobile Communications S.A.	TELEKOM.RO	TELEKOM.RO	TELEKOM	1800 (GSM)	226	03	"0,1"	894003	2014-09-29
ROU	Telekom Romania Mobile Communications S.A.	TELEKOM.RO	TELEKOM.RO	TELEKOM	900 (GSM)	226	03	"0,1"	894003	2014-09-29
ROU	Vodafone Romania S.A.	Vodafone RO	RO Vodafone RO	VF-RO	900 (3G)	226	01		894001	2012-07-05
ROU	Vodafone Romania S.A.	Vodafone RO	RO Vodafone RO	VF-RO	1800 (GSM)	226	01	"0,1,2,3,4"	894001	2012-07-05
ROU	Vodafone Romania S.A.	Vodafone RO	RO Vodafone RO	VF-RO	900 (GSM)	226	01	"0,1,2,3,4"	894001	2012-07-05
